STATION,NAME,DATE,TAVG,TMAX,TMIN,TSUN,TMAX_C,TMIN_C
USW00094728,"NY CITY CENTRAL PARK, NY US",8/20/21,,82,75,,27.77777778,23.88888889
USW00094728,"NY CITY CENTRAL PARK, NY US",8/21/21,,82,73,,27.77777778,22.77777778
USW00094728,"NY CITY CENTRAL PARK, NY US",8/22/21,,76,70,,24.44444444,21.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",8/23/21,,83,71,,28.33333333,21.66666667
USW00094728,"NY CITY CENTRAL PARK, NY US",8/24/21,,89,72,,31.66666667,22.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",8/25/21,,91,72,,32.77777778,22.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",8/26/21,,91,78,,32.77777778,25.55555556
USW00094728,"NY CITY CENTRAL PARK, NY US",8/27/21,,93,75,,33.88888889,23.88888889
USW00094728,"NY CITY CENTRAL PARK, NY US",8/28/21,,80,68,,26.66666667,20
USW00094728,"NY CITY CENTRAL PARK, NY US",8/29/21,,76,67,,24.44444444,19.44444444
USW00094728,"NY CITY CENTRAL PARK, NY US",8/30/21,,85,73,,29.44444444,22.77777778
USW00094728,"NY CITY CENTRAL PARK, NY US",8/31/21,,83,73,,28.33333333,22.77777778
USW00094728,"NY CITY CENTRAL PARK, NY US",9/1/21,,78,63,,25.55555556,17.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",9/2/21,,77,61,,25,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",9/3/21,,74,59,,23.33333333,15
USW00094728,"NY CITY CENTRAL PARK, NY US",9/4/21,,79,61,,26.11111111,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",9/5/21,,74,67,,23.33333333,19.44444444
USW00094728,"NY CITY CENTRAL PARK, NY US",9/6/21,,81,69,,27.22222222,20.55555556
USW00094728,"NY CITY CENTRAL PARK, NY US",9/7/21,,79,65,,26.11111111,18.33333333
USW00094728,"NY CITY CENTRAL PARK, NY US",9/8/21,,82,70,,27.77777778,21.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",9/9/21,,76,68,,24.44444444,20
USW00094728,"NY CITY CENTRAL PARK, NY US",9/10/21,,74,63,,23.33333333,17.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",9/11/21,,76,60,,24.44444444,15.55555556
USW00094728,"NY CITY CENTRAL PARK, NY US",9/12/21,,81,66,,27.22222222,18.88888889
USW00094728,"NY CITY CENTRAL PARK, NY US",9/13/21,,83,67,,28.33333333,19.44444444
USW00094728,"NY CITY CENTRAL PARK, NY US",9/14/21,,80,67,,26.66666667,19.44444444
USW00094728,"NY CITY CENTRAL PARK, NY US",9/15/21,,85,71,,29.44444444,21.66666667
USW00094728,"NY CITY CENTRAL PARK, NY US",9/16/21,,76,71,,24.44444444,21.66666667
USW00094728,"NY CITY CENTRAL PARK, NY US",9/17/21,,75,69,,23.88888889,20.55555556
USW00094728,"NY CITY CENTRAL PARK, NY US",9/18/21,,84,69,,28.88888889,20.55555556
USW00094728,"NY CITY CENTRAL PARK, NY US",9/19/21,,76,64,,24.44444444,17.77777778
USW00094728,"NY CITY CENTRAL PARK, NY US",9/20/21,,75,63,,23.88888889,17.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",9/21/21,,76,63,,24.44444444,17.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",9/22/21,,79,72,,26.11111111,22.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",9/23/21,,79,64,,26.11111111,17.77777778
USW00094728,"NY CITY CENTRAL PARK, NY US",9/24/21,,72,57,,22.22222222,13.88888889
USW00094728,"NY CITY CENTRAL PARK, NY US",9/25/21,,75,57,,23.88888889,13.88888889
USW00094728,"NY CITY CENTRAL PARK, NY US",9/26/21,,71,61,,21.66666667,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",9/27/21,,78,62,,25.55555556,16.66666667
USW00094728,"NY CITY CENTRAL PARK, NY US",9/28/21,,71,61,,21.66666667,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",9/29/21,,68,54,,20,12.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",9/30/21,,65,55,,18.33333333,12.77777778
USW00094728,"NY CITY CENTRAL PARK, NY US",10/1/21,,67,51,,19.44444444,10.55555556
USW00094728,"NY CITY CENTRAL PARK, NY US",10/2/21,,74,57,,23.33333333,13.88888889
USW00094728,"NY CITY CENTRAL PARK, NY US",10/3/21,,77,61,,25,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",10/4/21,,73,62,,22.77777778,16.66666667
USW00094728,"NY CITY CENTRAL PARK, NY US",10/5/21,,65,60,,18.33333333,15.55555556
USW00094728,"NY CITY CENTRAL PARK, NY US",10/6/21,,69,61,,20.55555556,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",10/7/21,,73,62,,22.77777778,16.66666667
USW00094728,"NY CITY CENTRAL PARK, NY US",10/8/21,,76,61,,24.44444444,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",10/9/21,,67,60,,19.44444444,15.55555556
USW00094728,"NY CITY CENTRAL PARK, NY US",10/10/21,,66,61,,18.88888889,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",10/11/21,,71,61,,21.66666667,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",10/12/21,,69,61,,20.55555556,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",10/13/21,,69,61,,20.55555556,16.11111111
USW00094728,"NY CITY CENTRAL PARK, NY US",10/14/21,,76,62,,24.44444444,16.66666667
USW00094728,"NY CITY CENTRAL PARK, NY US",10/15/21,,79,63,0,26.11111111,17.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",10/16/21,,76,56,,24.44444444,13.33333333
USW00094728,"NY CITY CENTRAL PARK, NY US",10/17/21,,61,51,,16.11111111,10.55555556
USW00094728,"NY CITY CENTRAL PARK, NY US",10/18/21,,58,49,,14.44444444,9.444444444
USW00094728,"NY CITY CENTRAL PARK, NY US",10/19/21,,66,47,,18.88888889,8.333333333
USW00094728,"NY CITY CENTRAL PARK, NY US",10/20/21,,75,56,,23.88888889,13.33333333
USW00094728,"NY CITY CENTRAL PARK, NY US",10/21/21,,73,59,,22.77777778,15
USW00094728,"NY CITY CENTRAL PARK, NY US",10/22/21,,69,57,,20.55555556,13.88888889
USW00094728,"NY CITY CENTRAL PARK, NY US",10/23/21,,59,48,,15,8.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",10/24/21,,59,47,,15,8.333333333
USW00094728,"NY CITY CENTRAL PARK, NY US",10/25/21,,73,55,,22.77777778,12.77777778
USW00094728,"NY CITY CENTRAL PARK, NY US",10/26/21,,63,54,,17.22222222,12.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",10/27/21,,61,53,,16.11111111,11.66666667
USW00094728,"NY CITY CENTRAL PARK, NY US",10/28/21,,57,49,,13.88888889,9.444444444
USW00094728,"NY CITY CENTRAL PARK, NY US",10/29/21,,56,47,,13.33333333,8.333333333
USW00094728,"NY CITY CENTRAL PARK, NY US",10/30/21,,64,53,,17.77777778,11.66666667
USW00094728,"NY CITY CENTRAL PARK, NY US",10/31/21,,63,55,,17.22222222,12.77777778
USW00094728,"NY CITY CENTRAL PARK, NY US",11/1/21,,58,50,,14.44444444,10
USW00094728,"NY CITY CENTRAL PARK, NY US",11/2/21,,53,44,,11.66666667,6.666666667
USW00094728,"NY CITY CENTRAL PARK, NY US",11/3/21,,51,41,,10.55555556,5
USW00094728,"NY CITY CENTRAL PARK, NY US",11/4/21,,50,39,,10,3.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",11/5/21,,51,39,,10.55555556,3.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",11/6/21,,52,40,,11.11111111,4.444444444
USW00094728,"NY CITY CENTRAL PARK, NY US",11/7/21,,53,40,,11.66666667,4.444444444
USW00094728,"NY CITY CENTRAL PARK, NY US",11/8/21,,63,44,,17.22222222,6.666666667
USW00094728,"NY CITY CENTRAL PARK, NY US",11/9/21,,68,50,,20,10
USW00094728,"NY CITY CENTRAL PARK, NY US",11/10/21,,64,49,,17.77777778,9.444444444
USW00094728,"NY CITY CENTRAL PARK, NY US",11/11/21,,61,45,,16.11111111,7.222222222
USW00094728,"NY CITY CENTRAL PARK, NY US",11/12/21,,65,51,,18.33333333,10.55555556
USW00094728,"NY CITY CENTRAL PARK, NY US",11/13/21,,62,40,,16.66666667,4.444444444
USW00094728,"NY CITY CENTRAL PARK, NY US",11/14/21,,48,38,,8.888888889,3.333333333
USW00094728,"NY CITY CENTRAL PARK, NY US",11/15/21,,47,39,,8.333333333,3.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",11/16/21,,49,36,,9.444444444,2.222222222
USW00094728,"NY CITY CENTRAL PARK, NY US",11/17/21,,57,38,,13.88888889,3.333333333
USW00094728,"NY CITY CENTRAL PARK, NY US",11/18/21,,69,46,,20.55555556,7.777777778
USW00094728,"NY CITY CENTRAL PARK, NY US",11/19/21,,48,39,,8.888888889,3.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",11/20/21,,47,35,,8.333333333,1.666666667
USW00094728,"NY CITY CENTRAL PARK, NY US",11/21/21,,56,44,,13.33333333,6.666666667
USW00094728,"NY CITY CENTRAL PARK, NY US",11/22/21,,55,35,,12.77777778,1.666666667
USW00094728,"NY CITY CENTRAL PARK, NY US",11/23/21,,42,32,,5.555555556,0
USW00094728,"NY CITY CENTRAL PARK, NY US",11/24/21,,45,30,,7.222222222,-1.111111111
USW00094728,"NY CITY CENTRAL PARK, NY US",11/25/21,,56,39,,13.33333333,3.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",11/26/21,,47,37,,8.333333333,2.777777778
USW00094728,"NY CITY CENTRAL PARK, NY US",11/27/21,,39,34,,3.888888889,1.111111111
USW00094728,"NY CITY CENTRAL PARK, NY US",11/28/21,,41,33,,5,0.555555556
USW00094728,"NY CITY CENTRAL PARK, NY US",11/29/21,,45,33,,7.222222222,0.555555556
USW00094728,"NY CITY CENTRAL PARK, NY US",11/30/21,,41,31,,5,-0.555555556
USW00094728,"NY CITY CENTRAL PARK, NY US",12/1/21,,49,40,,9.444444444,4.444444444
USW00094728,"NY CITY CENTRAL PARK, NY US",12/2/21,,58,45,,14.44444444,7.222222222
USW00094728,"NY CITY CENTRAL PARK, NY US",12/3/21,,48,37,,8.888888889,2.777777778
USW00094728,"NY CITY CENTRAL PARK, NY US",12/4/21,,48,36,,8.888888889,2.222222222
USW00094728,"NY CITY CENTRAL PARK, NY US",12/5/21,,49,39,,9.444444444,3.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",12/6/21,,61,43,,16.11111111,6.111111111
USW00094728,"NY CITY CENTRAL PARK, NY US",12/7/21,,43,36,,6.111111111,2.222222222
USW00094728,"NY CITY CENTRAL PARK, NY US",12/8/21,,42,34,,5.555555556,1.111111111
USW00094728,"NY CITY CENTRAL PARK, NY US",12/9/21,,39,31,,3.888888889,-0.555555556
USW00094728,"NY CITY CENTRAL PARK, NY US",12/10/21,,50,38,,10,3.333333333
USW00094728,"NY CITY CENTRAL PARK, NY US",12/11/21,,66,45,,18.88888889,7.222222222
USW00094728,"NY CITY CENTRAL PARK, NY US",12/12/21,,56,42,,13.33333333,5.555555556
USW00094728,"NY CITY CENTRAL PARK, NY US",12/13/21,,53,40,,11.66666667,4.444444444
USW00094728,"NY CITY CENTRAL PARK, NY US",12/14/21,,53,44,,11.66666667,6.666666667
USW00094728,"NY CITY CENTRAL PARK, NY US",12/15/21,,57,40,,13.88888889,4.444444444
USW00094728,"NY CITY CENTRAL PARK, NY US",12/16/21,,62,54,,16.66666667,12.22222222
USW00094728,"NY CITY CENTRAL PARK, NY US",12/17/21,,60,48,,15.55555556,8.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",12/18/21,,48,39,,8.888888889,3.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",12/19/21,,45,28,,7.222222222,-2.222222222
USW00094728,"NY CITY CENTRAL PARK, NY US",12/20/21,,37,25,,2.777777778,-3.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",12/21/21,,43,31,,6.111111111,-0.555555556
USW00094728,"NY CITY CENTRAL PARK, NY US",12/22/21,,47,33,,8.333333333,0.555555556
USW00094728,"NY CITY CENTRAL PARK, NY US",12/23/21,,36,31,,2.222222222,-0.555555556
USW00094728,"NY CITY CENTRAL PARK, NY US",12/24/21,,40,30,,4.444444444,-1.111111111
USW00094728,"NY CITY CENTRAL PARK, NY US",12/25/21,,52,36,,11.11111111,2.222222222
USW00094728,"NY CITY CENTRAL PARK, NY US",12/26/21,,51,39,,10.55555556,3.888888889
USW00094728,"NY CITY CENTRAL PARK, NY US",12/27/21,,39,34,,3.888888889,1.111111111
USW00094728,"NY CITY CENTRAL PARK, NY US",12/28/21,,47,36,,8.333333333,2.222222222
USW00094728,"NY CITY CENTRAL PARK, NY US",12/29/21,,44,41,,6.666666667,5
USW00094728,"NY CITY CENTRAL PARK, NY US",12/30/21,,49,43,,9.444444444,6.111111111
USW00094728,"NY CITY CENTRAL PARK, NY US",12/31/21,,55,48,,12.77777778,8.888888889
